SCHL_ID,SCHOOL_CODE,SCHOOL_NAME,PROVINCE_CODE,PROVINCE_NAME,DISTRICT_CODE,DISTRICT_NAME,LLGV_CODE,LLGV_NAME,SECTOR_CODE
3745,62B64,NITLON ELEMENTARY SCHOOL,62,MADANG PROVINCE,6205,SUMKAR,620513,KARKAR RURAL,ELEM
1545,57031,OKIUFA PRIMARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570202,GOROKA RURAL,PRI
1946,67597,DARENAI PRIMARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6702,CENTRAL BOUGAINVILLE,670208,ARAWA RURAL,PRI
2200,64A65,NIBONDE ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640207,BALI/WITU RURAL,ELEM
3387,64067,NAMUR PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,PRI
3390,64423,MAGIEN PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,PRI
3392,64479,MUKURIEN COMMUNITY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,COM
1668,63029,KONGE PRIMARY SCHOOL,63,MOROBE PROVINCE,6304,KABWUM,630413,SEKO RURAL,PRI
3140,57A27,TARABO ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5707,OKAPA,570710,OKAPA RURAL,ELEM
1956,57101,AMAIRA COMMUNITY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5706,OBURA/WONENARA,570610,GADSUP-TAIRORA RURAL,COM
4925,62A86,MAY MEMORIAL ELEMENTARY SCHOOL,62,MADANG PROVINCE,6202,MADANG,620205,MADANG URBAN,ELEM
10619,6.3E+81,MENYA ELEMENTARY S CHOOL,63,MOROBE PROVINCE,6307,MENYAMYA,630721,KOME RURAL,ELEM
6194,62610,AIOME PROVINCIAL HIGH SCHOOL,62,MADANG PROVINCE,6203,MIDDLE RAMU,620307,ARABAKA RURAL,PHS
7449,69007,GEREHU PRIMARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690102,MORESBY NORTH WEST,PRI
7478,53D43,MATAIRUKA ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5304,RIGO,530413,RIGO INLAND RURAL,ELEM
6228,53A05,KARAIKOMANA ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5304,RIGO,530413,RIGO INLAND RURAL,ELEM
6229,53A06,KUPIANO ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5301,ABAU,530102,AROMA RURAL,ELEM
6143,67A71,ASTAPAI ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6702,CENTRAL BOUGAINVILLE,670207,WAKUNAI RURAL,ELEM
7490,51A54,NGAO ELEMENTARY SCHOOL,51,WESTERN PROVINCE,5103,SOUTH FLY,510314,ORIOMO-BITURI RURAL,ELEM
7491,65470,MASWARI PRIMARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650310,CENRTAL/ INLAND POMIO RURAL,PRI
10717,60A25,KUPREN ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6003,TELEFOMIN,600310,TELEFOMIN RURAL,ELEM
10719,63A51,MAIAMA ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630309,MOROBE RURAL,ELEM
11438,53B95,KIVORI POE ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530308,KAIRUKU RURAL,ELEM
11269,52A46,MIRAPO ELEMENTARY SCHOOL,52,GULF PROVINCE,5201,KEREMA,520102,EAST KEREMA RURAL,ELEM
1248,57019,KAPAKAMARIGI PRIMARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5708,UNGGAI/BENNA,570811,UNGGAI/BENNA RURAL,PRI
1249,63023,WASU PRIMARY SCHOOL,63,MOROBE PROVINCE,6309,TEWAI / SIASSI,630928,WASU RURAL,PRI
1255,60060,TAIRI COMMUNITY SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600104,WEST WAPEI RURAL,PRI
2606,63080,LABABIA PRIMARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630310,SALAMAUA RURAL,PRI
2607,60448,PAUP PRIMARY  SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600101,EAST AITAPE RURAL,PRI
2608,57B84,WEST GOROKA ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570203,GOROKA URBAN,ELEM
2416,57C82,KWONGI NO. 2 ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5701,DAULO,570101,ASARO/WATABUNG,ELEM
2132,57A23,SASAURA ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5704,KAINANTU,570405,KAINANTU RURAL,ELEM
9090,70B85,SALEMANDA ELEMENTARY SCHOOL,70,ENGA PROVINCE,7005,WAPENAMANDA,700513,WAPENAMANDA RURAL,ELEM
5088,54D23,EAST CAPE ELEMENTARY SCHOOL,54,MILNE BAY PROVINCE,5401,ALOTAU,540104,MARAMATANA RURAL,ELEM
1321,69020,WAIGANI PRIMARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690102,MORESBY NORTH WEST,PRI
1322,62266,IMAM COMMUNITY SCHOOL,62,MADANG PROVINCE,6202,MADANG,620204,AMBENOB RURAL,COM
5237,54B89,WAEMA ELEMENTARY SCHOOL,54,MILNE BAY PROVINCE,5401,ALOTAU,540105,HUHU RURAL,ELEM
3929,58A17,YURO 2 ELEMENTARY SCHOOL,58,SIMBU PROVINCE,5803,KARIMUI/NOMANE,580307,KARIMUI RURAL,ELEM
5470,53073,IOBUNA KOUBA PRIMARY SCHOOL,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530309,KOIARI RURAL,PRI
4000,69A08,WAIGANI ELEMENTARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690102,MORESBY NORTH WEST,ELEM
2854,64A14,MOLDU ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,ELEM
2856,64B12,KANDRIAN ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,ELEM
2342,57555,TUNUKAU PRIMARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5707,OKAPA,570710,OKAPA RURAL,PRI
2345,57122,AMUSA COMMUNITY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5707,OKAPA,570710,OKAPA RURAL,COM
2347,63418,ST PATRICKS PRIMARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,PRI
2659,57A53,BEGAGO OVIHILL ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570203,GOROKA URBAN,ELEM
14756,70A80,YOMODAKA ELEMENTARY SCHOOL,70,ENGA PROVINCE,7003,LAGAIP/PORGERA,700309,POGERA RURAL,ELEM
6740,67500,BURUSOTOL PRIMARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6702,CENTRAL BOUGAINVILLE,670207,WAKUNAI RURAL,PRI
6300,63A09,BANDONG ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6308,NAWAE,630825,WAIN- ERAP RURAL,ELEM
10178,53B24,SEBA ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5304,RIGO,530413,RIGO INLAND RURAL,ELEM
6909,66B38,KURUMUT ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660205,NAMATANAI RURAL,ELEM
4366,60C49,NAMOLA ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600416,WALSA RURAL,ELEM
4982,62A82,CHUNGRIBU ELEMENTARY SCHOOL,62,MADANG PROVINCE,6203,MIDDLE RAMU,620307,ARABAKA RURAL,ELEM
4989,62C22,KWANGA ELEMENTARY SCHOOL,62,MADANG PROVINCE,6203,MIDDLE RAMU,620307,ARABAKA RURAL,ELEM
6309,67C52,APONG ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6702,CENTRAL BOUGAINVILLE,670208,ARAWA RURAL,ELEM
6325,67D14,AVIAPA ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6702,CENTRAL BOUGAINVILLE,670208,ARAWA RURAL,ELEM
6335,67A54,NAVIBI ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6702,CENTRAL BOUGAINVILLE,670208,ARAWA RURAL,ELEM
6725,67417,HANAHAN PRIMARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6701,NORTH BOUGAINVILLE,670104,BUKA RURAL,PRI
5386,66377,NONOVAUL PRIMARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,PRI
4036,69A01,HOLY ROSARY ELEMENTARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690101,MORESBY NORTH  EAST,ELEM
4937,62B81,USU ELEMENTARY SCHOOL,62,MADANG PROVINCE,6202,MADANG,620206,TRANSGOGOL RURAL,ELEM
4091,64A96,UBILI ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640206,BIALLA RURAL,ELEM
4092,62C62,BIRAP ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620103,YAWAR RURAL,ELEM
4094,64A78,MATILILIU ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640206,BIALLA RURAL,ELEM
4095,63C87,KUMA ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630206,HUBE RURAL,ELEM
7419,53360,AVABADINA PRIMARY SCHOOL,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530308,KAIRUKU RURAL,PRI
3645,65449,TAMANAIRIK PRIMARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6501,GAZELLE,650105,VUNADIDIR/TOMA RURAL,PRI
6755,51365,MASINGARA PRIMARY SCHOOL,51,WESTERN PROVINCE,5103,SOUTH FLY,510314,ORIOMO-BITURI RURAL,PRI
9093,70B49,TONJAJA ELEMENTARY SCHOOL,70,ENGA PROVINCE,7005,WAPENAMANDA,700513,WAPENAMANDA RURAL,ELEM
9100,70B27,SAPEN ELEMENTARY SCHOOL,70,ENGA PROVINCE,7002,KOMPIAM,700204,KOMPIAM RURAL,ELEM
7867,69604,TOKARARA SECONDARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690102,MORESBY NORTH WEST,SEC
7868,69602,KILA KILA SECONDARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690103,MORESBY SOUTH,SEC
6761,66A15,FANGALAWA ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,ELEM
6764,66A19,KISELA ELEMMENTRY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660205,NAMATANAI RURAL,ELEM
6767,66A22,LASILABA ELEMENTARYSCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,ELEM
6770,66A25,MAIOM ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660104,KAVIENG URBAN,ELEM
1490,57010,GULUNOKA PRIMARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570202,GOROKA RURAL,PRI
1283,69412,BADILI ST THERESE PRIMARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690103,MORESBY SOUTH,PRI
1289,57235,KATAGU COMMUNITY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5708,UNGGAI/BENNA,570811,UNGGAI/BENNA RURAL,COM
2043,57096,NUPAGIMI PRIMARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5703,HENGANOFI,570304,HENGANOFI RURAL,PRI
1935,57066,KONINGI PRIMARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5701,DAULO,570101,ASARO/WATABUNG,PRI
2327,57542,KAGA COMMUNITY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5707,OKAPA,570710,OKAPA RURAL,PRI
2845,64B05,PAILIKMETE ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,ELEM
2848,64A48,AHLI ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,ELEM
2852,64B11,YUMIELO ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,ELEM
2669,57B90,PINEWOOD ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570203,GOROKA URBAN,ELEM
2670,57A11,MT ZION ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570202,GOROKA RURAL,ELEM
2671,57A07,MAMBU ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570203,GOROKA URBAN,ELEM
2672,57B01,UFETO ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570202,GOROKA RURAL,ELEM
5248,55C58,KIPORE ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5502,SOHE,550206,HIGATURU RURAL,ELEM
1905,60058,KASAIRU PRIMARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600414,GREEN RIVER RURAL,PRI
4503,64A25,VILELO ONE ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640206,BIALLA RURAL,ELEM
4507,60A10,POSMOC ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600416,WALSA RURAL,ELEM
4509,60B01,WARAKONGKONG ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600415,VANIMO URBAN,ELEM
4510,64A17,POMUGU ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640104,KANDRIAN INLAND RURAL,ELEM
4620,62B77,MALALA ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620101,ALMAMI RURAL,ELEM
5742,66410,AMFAR PRIMARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660208,TANIR RURAL,PRI
1944,71B06,OKTARIM ELEMENTARY SCHOOL,71,KIUNGA LAKE MURRAY,7102,NORTH FLY,710208,NINGERUM RURAL,ELEM
5994,67C06,TARAPA ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670310,SIWAI RURAL,ELEM
5998,67D22,LAAKU ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670310,SIWAI RURAL,ELEM
5999,67D23,OWOTI ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670310,SIWAI RURAL,ELEM
4180,60A60,ROME CAMP ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600101,EAST AITAPE RURAL,ELEM
4183,65428,VOLAVOLO PRIMARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6504,RABAUL,650415,BALANATAMAN,PRI
4191,63C66,KATIKA ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630207,KOTTE RURAL,ELEM
5429,65C34,MUKULO MURO ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650310,CENRTAL/ INLAND POMIO RURAL,ELEM
5367,65B46,PORO/TALIE ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650314,WEST POMIO/ MAMUSI RURAL,ELEM
4628,64A97,KILENGE ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640102,GLOUCESTER RURAL,ELEM
7879,53603,LALOKI SECONDARY SCHOOL,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530309,KOIARI RURAL,SEC
14375,61A53,KWAHUIE VILLAGE  ELEMENTARY SCHOOL,61,EAST SEPIK PROVINCE,6106,YANGORU SAUSSIA,610623,EAST YANGORU RURAL,ELEM
7938,60410,ALI COMMUNITY  SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600101,EAST AITAPE RURAL,PRI
7957,51A61,AWI ELEMENTARY SCHOOL,51,WESTERN PROVINCE,5101,MIDDLE FLY,510103,GOGODALA RURAL,ELEM
6471,63124,HINGEAKA PRIMARY SCHOOL,63,MOROBE PROVINCE,6307,MENYAMYA,630721,KOME RURAL,PRI
6473,63058,HANJUWA PRIMARY SCHOOL,63,MOROBE PROVINCE,6307,MENYAMYA,630722,WAPI RURAL,PRI
6448,67C88,POPOSOKI ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6701,NORTH BOUGAINVILLE,670104,BUKA RURAL,ELEM
6823,66A94,LAPAI ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,ELEM
6827,66A99,GALUSU ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660208,TANIR RURAL,ELEM
6851,66B21,PALABONG ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660205,NAMATANAI RURAL,ELEM
6853,66B23,LAMORAN ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660207,KONOAGIL RURAL,ELEM
6862,62A37,KUMINIMO ELEMENTARY SCHOOL,62,MADANG PROVINCE,6203,MIDDLE RAMU,620307,ARABAKA RURAL,ELEM
6347,53B44,BORUDIULA ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5301,ABAU,530103,CLOUDY BAY RURAL,ELEM
6753,66A13,DANU ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660206,CENTRAL NIU AILAN,ELEM
6149,58690,MAINA VOCATIONAL CENTRE,58,SIMBU PROVINCE,5805,KUNDIAWA/GEMBOGL,580514,MITNANDE RURAL,VOC
6260,53A52,KALAPA ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5301,ABAU,530102,AROMA RURAL,ELEM
6282,63A77,WORICKE ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6308,NAWAE,630825,WAIN- ERAP RURAL,ELEM
6145,63605,GRACE MEMORIAL SECONDARY SCHOOL,63,MOROBE PROVINCE,6301,BULOLO,630104,WAU / BULOLO URBAN,SEC
7396,66C55,PUTPUT ONE (1) ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660209,NIMAMAR RURAL,ELEM
7398,61A55,LAIHINGA ELEMENTARY SCHOOL,61,EAST SEPIK PROVINCE,6103,MAPRIK,610312,MAPRIK / WORA RURAL,ELEM
3801,62A41,MILENG MEMORIAL ELEMENTARY SCHOOL,62,MADANG PROVINCE,6205,SUMKAR,620513,KARKAR RURAL,ELEM
1969,60577,KUWARAMUN PRIMARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600412,AMANAB  RURAL,PRI
4686,62B46,DANGALE ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620102,IABU RURAL,ELEM
7551,52600,CORONATION HIGH SCHOOL,52,GULF PROVINCE,5201,KEREMA,520104,KEREMA URBAN,SEC
7552,52601,MALALAUA HIGH SCHOOL,52,GULF PROVINCE,5201,KEREMA,520106,LAKEKAMU-TAURI RURAL,PHS
6615,64651,KANDRIAN VOCATIONAL CENTRE,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,VOC
2968,64032,PUREILING PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640105,KOVE/KALIAI RURAL,PRI
2973,64446,VALANGUO PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640101,GASMATA RURAL,PRI
2186,67024,IUNO PRIMARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670309,BUIN RURAL,PRI
2195,63036,NANDUO PRIMARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630207,KOTTE RURAL,PRI
7665,66C58,MATAKEUS ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660209,NIMAMAR RURAL,ELEM
2673,57A52,NUMINI ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570202,GOROKA RURAL,ELEM
2677,64046,AUDI PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640104,KANDRIAN INLAND RURAL,PRI
4469,60A06,MOAKNERI ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600412,AMANAB  RURAL,ELEM
2557,63009,ERAP PRIMARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630311,WAMPAR RURAL,PRI
2558,64A90,PUHANA ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640211,TALASEA RURAL,ELEM
1648,57008,GONO PRIMARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5705,LUFA,570507,LUFA RURAL,PRI
4677,60B44,RIDUM ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6003,TELEFOMIN,600309,OKSAPMIN RURAL,ELEM
4678,60B46,SAMBATE ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6003,TELEFOMIN,600309,OKSAPMIN RURAL,ELEM
5909,54A18,DAMENU ELEMENTARY SCHOOL,54,MILNE BAY PROVINCE,5402,SAMARAI-MURUA,540210,YALEYEMBA RURAL,ELEM
5475,65B58,KAITON ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650314,WEST POMIO/ MAMUSI RURAL,ELEM
3124,63161,RAGIAMPUN SDA PRIMARY SCHOOL,63,MOROBE PROVINCE,6306,MARKHAM,630618,UMI / ATZERA RURAL,PRI
2394,60492,GUBIL PRIMARY SCHOOL,60,SANDAUN PROVINCE,6003,TELEFOMIN,600310,TELEFOMIN RURAL,PRI
4202,63A25,GAGIDU ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630209,BURUM / KUAT RURAL,ELEM
4204,60B17,NIMAS ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600103,WEST AITAPE RURAL,ELEM
4205,65367,BILLY MEMORIAL PRIMARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6504,RABAUL,650418,WATOM ISLAND,PRI
2887,57A89,OLIGUTI ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5705,LUFA,570507,LUFA RURAL,ELEM
14039,63037,NASUAPUM PRIMARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630311,WAMPAR RURAL,PRI
14040,63057,SITUM PRIMARY SCHOOL,63,MOROBE PROVINCE,6308,NAWAE,630823,LABUTA RURAL,PRI
8754,62443,MEIRO PRIMARY SCHOOL,62,MADANG PROVINCE,6202,MADANG,620205,MADANG URBAN,PRI
12415,57B23,YAMAMO ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5704,KAINANTU,570405,KAINANTU RURAL,ELEM
14819,61C28,NAIN ELEMENTARY SCHOOL,61,EAST SEPIK PROVINCE,6101,AMBUNTI/DREKIKIR,610104,TUNAP / HUSTEIN RURAL,ELEM
13430,70242,WAMBUP PRIMARY SCHOOL,70,ENGA PROVINCE,7001,KANDEP,700101,KANDEP RURAL,PRI
13431,70239,MULITAKA PRIMARY SCHOOL,70,ENGA PROVINCE,7003,LAGAIP/PORGERA,700307,MAIP MURITAKA RURAL,PRI
13441,70248,TUMBILYAM COMMUNITY SCHOOL,70,ENGA PROVINCE,7004,WABAG,700411,WABAG RURAL,PRI
10702,65A90,IWAI ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650311,EAST POMIO RURAL,ELEM
15821,71A25,KABIP ELEMENTARY SCHOOL,71,KIUNGA LAKE MURRAY,7102,NORTH FLY,710210,STAR MOUNTAINS RURAL,ELEM
16863,60B74,DOFNENDI ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600416,WALSA RURAL,ELEM
17099,58C73,NOGLAI-NIGLE ELEMENTARY SCHOOL,58,SIMBU PROVINCE,5804,KEROWAGI,580410,GENA/WAUGLA RURAL,ELEM
14030,67692,ST ANNES TARLENA VOCATIONAL SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6701,NORTH BOUGAINVILLE,670103,SELAU/SUIR RURAL,VOC
14036,61652,HAWAIN TECHANICAL SECONDARY,61,EAST SEPIK PROVINCE,6104,WEWAK,610414,BOIKIN / DAGUA RURAL,VOC
14037,61653,YAWASORO VOCATIONAL CENTRE,61,EAST SEPIK PROVINCE,6104,WEWAK,610418,WEWAK URBAN,VOC
10078,70A38,ANDANE ELEMENTARY SCHOOL,70,ENGA PROVINCE,7003,LAGAIP/PORGERA,700306,LAGAIP RURAL,ELEM
14240,61491,SUMUNDO COMMUNITY SCHOOL,61,EAST SEPIK PROVINCE,6102,ANGORAM,610207,KERAM RURAL,COM
10131,57034,POFESSOR SCHINDLER PRIMARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5706,OBURA/WONENARA,570610,GADSUP-TAIRORA RURAL,PRI
15234,60C98,TALPIPI ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600102,EAST WAPEI RURAL,ELEM
6874,62A79,BUMPRIUPUNG ELEMENTARY SCHOOL,62,MADANG PROVINCE,6206,USINO BUNDI,620616,USINO RURAL,ELEM
4316,60B73,DAUTOK ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600416,WALSA RURAL,ELEM
3675,58A47,ANGANERE ELEMENTARY SCHOOL,58,SIMBU PROVINCE,5805,KUNDIAWA/GEMBOGL,580515,NIGLKANDE RURAL,ELEM
7910,53654,KWIKILA VOCATIONAL CENTRE,53,CENTRAL PROVINCE,5304,RIGO,530411,RIGO CENTRAL RURAL,VOC
7911,53690,ST PETERS VOCATIONAL CENTRE,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530308,KAIRUKU RURAL,VOC
7912,57650,BASENENGKA VOCATIONAL CENTRE,57,EASTERN HIGHLANDS PROVINCE,5704,KAINANTU,570406,KAINANTU URBAN,VOC
